places,time,tweet
UW-Madison School of Nursing,2021-01-15 16:12:50,"How is Wisconsin responding to social isolation &amp; loneliness during  #COVID19 ? A @UWMadisonExt survey found:
*Diverse programs
*Focusing on daily needs may help prevent isolation &amp; loneliness
*Light-hearted, fun, or simple programs are popular
https://t.co/0kkQNAIo9x https://t.co/4GMgb8KLF9"
"Kansas City, Missouri, USA",2021-01-15 16:12:46,"This week nearly 300 people with #disabilities and staff members received their initial dose of the #COVID19 #vaccine—a light at the end of a dark tunnel. We're grateful, proud, and we are Life Unlimited strong. Thanks to everyone who seemingly moved mountains to make it happen! https://t.co/bx0QjL8CX2"
,2021-01-15 16:12:43,"@RaheemKassam 
Affiliate link promotion
#COVID19 #cryptocurrency #coronavirus #FineBoy #homeschooling2021 #onepiece1001 #PricelessJennieDay #UgandaElections #vaccinationCovid #XiaoZhan 
https://t.co/LpUnWy9s2f"
Magnetic Left 44° 59' 11.9616',2021-01-15 16:12:41,"“Now Trump’s tumbling approval rating suggests he is losing some support among his party base and swing voters.” He incited an insurrection, ignored #COVID19... what would it take for them to abandon him? Mock the Christian faith (actually he did that)? Condemn the 2nd Amendment? https://t.co/0EDEM68T0a"
"Grand Rapids, MI",2021-01-15 16:12:40,"NOW: Muskegon County officials are providing an update on #COVID19 cases and vaccination efforts. To date, more than 8,500 doses have been given. https://t.co/zORyie31Ym"
"London, Chelmsford England, UK",2021-01-15 16:12:31,"Daily updated Coronavirus Covid-19 statistics in the UK - Friday 15 January 2021. Deaths Surging - 1,280. New Cases increasing. Hospitalised, Ventilator use increasing rapidly. Vaccinations 3,234,946 (averaging over 250,000 in 24 hours). Latest Government numbers for #COVID19 https://t.co/EEn1Tin8k5"
"Mountain View, CA",2021-01-15 16:12:30,"@EarthwhileWBUR @WBURartery Well, when you're stuck on a sailing ship for months/years at a time, it's sort of like the experience we're having now in the era of #COVID19. Entertainment becomes reallllly important. @EcoClipper"
,2021-01-15 16:12:29,"Expect more #COVID19 vaccine availability? Perhaps snot. Vaccine reserve was already exhausted when Trump administration vowed to release it, dashing hopes of expanded access https://t.co/IKCZqAQsY2"
"New York, NY",2021-01-15 16:12:27,Should women who are pregnant or #tryingtoconceive #ttc get the #COVID19 #vaccine? #ColumbiaFertility's Dr. Lauren Bishop weighs in at @romper : https://t.co/81lXROh7lj
"London, UK",2021-01-15 16:12:26,"I can finally add the manuscript&gt; Do antibody positive healthcare workers have lower #SARSCoV2 infection rates than antibody negative healthcare workers? Large multi-centre prospective cohort study (the SIREN study), England: June to November 2020 https://t.co/FWJ5ONrKeF #COVID19"
"Alabama, USA",2021-01-15 16:12:26,The @GeorgiaTech Center for Inclusive Design and Innovation offers a variety of adapted and accessible versions of @CDCgov's #COVID19 guidance. #Braille resources and those compatible with screen readers are included at https://t.co/DLF5AZduZi. https://t.co/d5S1NAKSg6
"Madison, Wisconsin",2021-01-15 16:12:26,".@SEIU members and worker leaders in the @fightfor15 have been raising our voices loud and clear to ensure our nation’s response to the #COVID19 crisis centers workers of all races, our families, and our communities.  Thank you @JoeBiden for listening https://t.co/dsi5ywpLNg"
Canada,2021-01-15 16:12:24,"#Canada Facing Limited #COVID19 #Vaccines, but Expects to Receive One Million Doses a Week in April https://t.co/Ly5DaF7Qqh"
"Austin, TX",2021-01-15 16:12:23,Took some time out from planning #2021goals at the #Elite bunker to talk with @ProtagonistUSA about surviving and growing women's soccer in the time of #COVID19. https://t.co/BJjLi6jCbb
"Manhattan, NY",2021-01-15 16:12:18,"Congratulations @ASlavitt !!

Great news for America's battle with #COVID19 with your leadership and guidance, I know we can crush the virus. Thank you for always putting our country first. https://t.co/IJge0ZLWAs"
,2021-01-15 16:12:17,"@TimRunsHisMouth 
Affiliate link promotion
#COVID19 #cryptocurrency #coronavirus #FineBoy #homeschooling2021 #onepiece1001 #PricelessJennieDay #UgandaElections #vaccinationCovid #XiaoZhan 
https://t.co/LpUnWy9s2f"
"Michigan, USA",2021-01-15 16:12:17,"I do not believe our nation's Governors will commute enough sentences to end the #COVID19 crisis in our prisons

As a result, we need to really ramp up the pressure on our Governors to INSIST incarcerated people get PRIORITY ACCESS to the vaccines"
Dallas-Fort Worth,2021-01-15 16:12:15,"Looking forward to today’s Texas Early Learning Council meeting at 11am for critical conversations on #COVID19, the Childcare Availability Portal, @TXWorkforce Childcare Development Fund State Plan &amp; #TXLege updates.

https://t.co/8X05gHrdlN https://t.co/2PFgPXEgrI"
"Toronto, twitter city",2021-01-15 16:12:13,"@Fordnation #OnPoli #Covid19 @Roman_Baber

Premier, Doug Ford, has kicked an Ontario MPP who called the provincial lockdown ""deadlier than COVID"" out of the caucus, describing his comments as “irresponsible”.  #covid19 #DougForg #RomanBaber

https://t.co/EnTvRn23xK https://t.co/fbtJiJkx9T"
New York City,2021-01-15 16:12:12,"MODERNA NEED ADOLESCENT VOLUNTEERS FOR ITS COVID-19 VACCINE TRIAL. Moderna is struggling to find volunteers with 16- to 17-year-olds...

#COVIDー19 #COVID19 #coronavirus #CoronavirusStrain #Moderna #modernavaccine 

https://t.co/TFeQnXDwOR"
"Lagos, Nigeria",2021-01-15 16:12:10,"There is a need to have multiple income streams in 2021 as a result of the global economic meltdown. This video will show you 32 Profitable Businesses To Start With Little Or No Capital In 2021
https://t.co/2Zb6Gbc1Mq
#Biden #COVID19 #coronavirus #cryptocurrency #cryptocurrencies https://t.co/eqK0ofK0ES"
"Augusta, GA",2021-01-15 16:12:04,"""Mask-Wearing, Social Distancing Improve, But Too Slowly,"" US Survey Shows | #covid19 |  https://t.co/KVaTxPoPF3"
"Arizona, USA",2021-01-15 16:12:04,"1 in 3 L.A. County residents have been infected by #COVID19 since pandemic began, new estimate shows 

https://t.co/tUsbfQRc5u"
"Belfast, Northern Ireland",2021-01-15 16:12:02,"In case you missed yesterday's ‘Beyond Coronavirus: Vaccination and the COVID-19 Pandemic’ with Prof Sheena McCormack of @UCL and @MarkFlear from @QUBelfast, the video is available now: https://t.co/9st1uDYNHy
#COVID19 #BeyondCoronavirus https://t.co/hVAUAXgzk9"
,2021-01-15 16:12:00,"#ITALY: Restaurant owner: ""We are  all opening up"" Crowd cheers.

#COVID19 #IoApro #IOpen #WeOpen https://t.co/bVbSy4lWpT"
"Washington, DC",2021-01-15 16:11:59,Kudos to @HeathrowAirport for efficient #COVID19 testing. Whole process took &lt;10 mins! Airport testing centers must be significantly scaled up + streamlined to open up regular travel. My dream: rapid self-test kit at all airport shops ▶️immediate results▶️green light to travel! https://t.co/gmG8RocT5i
France,2021-01-15 16:11:57,"There is now clear evidence that FHM :s and Tegnell's strategy has been herd immunity, ie as a medical experiment intentionally allowing the population to become infected in order to MAYBE achieve immunity. It has cost thousands of lives. #sweden #COVID19 https://t.co/ixT6R68gWw"
"Newport, England",2021-01-15 16:11:56,"NEWS: The Isle of Wight has been chosen as a location for a new centre to combat the long-term effects of COVID-19 - or 'long COVID' as it's more commonly known. #iwnews #COVID19 #coronavirus @iwight @IoWBobSeely

https://t.co/KBDspKCz4D"
"Pittsburgh, PA",2021-01-15 16:11:54,@walidgellad @peterbachmd looks like we might get some single #COVID19 #vaccine dose data...
,2021-01-15 16:11:54,"@RealTina40 
Affiliate link promotion
#COVID19 #cryptocurrency #coronavirus #FineBoy #homeschooling2021 #onepiece1001 #PricelessJennieDay #UgandaElections #vaccinationCovid #XiaoZhan 
https://t.co/LpUnWy9s2f"
India,2021-01-15 16:11:51,"High levels of transmission of SARS-CoV-2 virus mean that we should expect more variants to emerge | #coronavirus #Covid19 

https://t.co/cdgwTUcAoa"
south east florida,2021-01-15 16:11:50,@JoeBiden Why didnt you take any questions after your 45 min speech regarding your economic plan. I guess its because you don't have answers to Americans that have had their business lost due to shut downs that have done nothing  to stop the spread of the virus. #COVID19
,2021-01-15 16:11:49,"Imagine fighting #Covid_19 without the amazing technical resources we have available now! #COVID19 #Covid #CovidUK 
@UKCovid19Stats @COVID_Oversight @COVIDOversight https://t.co/GRokrEpVWm"
"Bengaluru, Karnataka",2021-01-15 16:11:48,#Karnataka is all set for the roll-out of the #COVID19 vaccination exercise on Saturday at 243 centres with healthcare workers and sanitation workers are among the first to receive the vaccine shots. @IndianExpress https://t.co/F8NSPzLCJF
,2021-01-15 16:11:47,"READ THIS AND RETWEET THIS:  More than 20,000 people have died this week alone from #coronavirus yet every news network has been covering #DonaldTrump for weeks instead of having doctors on educating us on #COVID19 cover COVID SAVE LIVES #Trump #CNN #MSNBC They act like it’s over https://t.co/CR5gFr2vkK"
"Ontario, Canada",2021-01-15 16:11:42,"#COVID19 Situational Awareness Dashboard 
Updated January 14, 2021, 7 pm EDT

Total 𝙧𝙚𝙘𝙤𝙫𝙚𝙧𝙞𝙚𝙨 increases to 593,397

8,745 𝙧𝙚𝙘𝙤𝙫𝙚𝙧𝙞𝙚𝙨 today.

More👍 𝙧𝙚𝙘𝙤𝙫𝙚𝙧𝙞𝙚𝙨 👍than new ""cases"" in Canada!

#LdnOnt 
#COVID19Ontario 

Source: https://t.co/rGr37ODLhw https://t.co/LuOWyd3sT1"
North America,2021-01-15 16:11:39,"@leighfromcanada @Roman_Baber @OntarioPCParty @fordnation As Leigh eats her Fast Food, or does any number of things that will be responsible for her needing healthcare in the future.....#Hypocrites #COVID19"
,2021-01-15 16:11:38,"If they’d just turn over the #COVID19 vaccines to @ChickfilA , everyone who wanted it could get the jab in the drive-thru and take away some delicious waffle fries. https://t.co/zuEVDyvZgC"
"Toronto, twitter city",2021-01-15 16:11:31,"@Fordnation #OnPoli #Covid19 @Roman_Baber

Premier, Doug Ford, has kicked an Ontario MPP who called the provincial lockdown ""deadlier than COVID"" out of the caucus, describing his comments as “irresponsible”.  #covid19 #DougForg #RomanBaber

https://t.co/EnTvRn23xK https://t.co/XI8BcBOMTU"
"San Antonio, TX",2021-01-15 16:11:28,"Between the #winter weather and #COVID19, most people spend lots of time with popular #streaming services like #Netflix and #Hulu. Watch for #scams posing as these services to subscribe or fix account errors. These are tricky #phishing attempts! #BBB tips: https://t.co/ZayCnboxh7 https://t.co/EfFNaEUKQQ"
"Gunthorpe, Peterborough",2021-01-15 16:11:28,"🤦🏾‍♂️ Of course #Healthcare workers in #Peterborough need to be a priority to receive 💉 vaccinations❗️❗️❗️

😷🤒😰🤧
#Coronavirus #CV19 #NHS #COVID19 #SocialDistanceMatters https://t.co/BCI4e3MJSX"
,2021-01-15 16:11:27,"@maemuller_ 
Affiliate link promotion
#COVID19 #cryptocurrency #coronavirus #FineBoy #homeschooling2021 #onepiece1001 #PricelessJennieDay #UgandaElections #vaccinationCovid #XiaoZhan 
https://t.co/LpUnWy9s2f"
,2021-01-15 16:11:25,"Covid flu clinic at the  Vallance ..
It’s great to be working with colleagues vaccinate our patients .. oldest patient so far is 101 😊stay safe.#Pfizervaccine #COVID19 #CovidVaccine @doctormkumar @drsohailmunshi @rijan44 https://t.co/tKz4d4ku7d"
"Yonkers, NY",2021-01-15 16:11:25,"Why don’t we just shut down ALL Travel for 2 months! No entering the US at all!! No state 2 states travel! Shut it down! 2 many people dying, new variants found. People still want to travel and spread this!! Like how many more people have to die until we wake up!! #COVID19"
"Hershey, PA",2021-01-15 16:11:21,#WeAre working with #nursinghomes to prevent future outbreaks. Check out this great article by @WPSU with @jlkrasch on why educating staff on infection prevention is critical to protecting one of our most vulnerable populations. #COVID19 #vaccine https://t.co/Tw542SXndc
"Charlotte, NC",2021-01-15 16:11:19,".@Kraftanalytics has developed a Fan Demand Index to track #COVID19 data/policies, economic indicators, fan avidity and other consumer behavior to gauge the likelihood of fans wanting to return to events when allowed (@thesportsatlas, @DMossSBJ).

https://t.co/oeddXihGoc https://t.co/w2WrrJPG1O"
On the Ground,2021-01-15 16:11:17,"#Covid19: #Nigeria anticipates the rollout of the #PfizerBioNTech vaccine, details sketchy. 10 million doses expected in March, but expect delays.

https://t.co/mISYhGqFDw"
"Dallas, TX",2021-01-15 16:11:17,"What #COVID19  meant for me (starting MARCH 2020): losing my “non-essential” job, becoming mandated to homeschool my children, + essentially losing my support system (aside from a couple of facetimes which we all know just aren’t the same)-all while GRAD SCHOOL was unrelenting."
Australia,2021-01-15 16:11:11,"@SimonGr41594862 @leeroden7 @jamnoise72 Note if the responses become personal attacks,
they've run out of logical arguments

So far, in this case, it was a very short process

#COVID19 #SARSCoV2"
Pasadena CA,2021-01-15 16:11:11,In my tradition we have a prayer about “going from strength to strength in a life of perfect service.” The Trump administration is exactly the opposite: going from failure to failure in a life of utter chaos! #TrumpFail #covid19  https://t.co/UE5tr2rbAf
Washington D.C,2021-01-15 16:11:09,"Visit our redesigned @WorldBank #education &amp; #COVID19 page for the latest on how we help mitigate learning loss, protect the most vulnerable &amp; strengthen education systems during the pandemic.
https://t.co/iLE4suYAEj https://t.co/EEpg5uCYc7"
,2021-01-15 16:11:08,"@SypherPK 
Affiliate link promotion
#COVID19 #cryptocurrency #coronavirus #FineBoy #homeschooling2021 #onepiece1001 #PricelessJennieDay #UgandaElections #vaccinationCovid #XiaoZhan 
https://t.co/LpUnWy9s2f"
"ENUGU,NIGERIA",2021-01-15 16:11:07,"Nollywood actress Sotonye Dublin-Green dies of #COVID19
https://t.co/KxOcyl45fD https://t.co/fxuNZDy0DH"
Harrow,2021-01-15 16:11:07,"If you're from @Hillingdon, we want you to see how our Children and Young People's Services are helping protect our clients, their families and the wider community from #Covid19 while delivering safe, quality care and support, on the video link below👇

https://t.co/2tzBS04L0j https://t.co/kNYzVZ47UX"
